sw_latitude,sw_longitude,ne_latitude,ne_longitude,status
-1.01,51.480000000000004,-1.0,51.49,pending
-1.0,51.480000000000004,-0.99,51.49,pending
-0.99,51.480000000000004,-0.98,51.49,pending
-0.98,51.480000000000004,-0.97,51.49,pending
-0.97,51.480000000000004,-0.96,51.49,pending
-0.96,51.480000000000004,-0.95,51.49,pending
-0.95,51.480000000000004,-0.94,51.49,pending
-0.94,51.480000000000004,-0.9299999999999999,51.49,pending
-0.9299999999999999,51.480000000000004,-0.9199999999999999,51.49,pending
-0.9199999999999999,51.480000000000004,-0.9099999999999999,51.49,pending
-0.9099999999999999,51.480000000000004,-0.8999999999999999,51.49,pending
-0.8999999999999999,51.480000000000004,-0.8899999999999999,51.49,pending
-0.8899999999999999,51.480000000000004,-0.8799999999999999,51.49,pending
-0.8799999999999999,51.480000000000004,-0.8699999999999999,51.49,pending
-0.8699999999999999,51.480000000000004,-0.8599999999999999,51.49,pending
-0.8599999999999999,51.480000000000004,-0.85,51.49,pending
-1.15,51.49,-1.14,51.5,pending
-1.14,51.49,-1.13,51.5,pending
-1.13,51.49,-1.1199999999999999,51.5,pending
-1.1199999999999999,51.49,-1.1099999999999999,51.5,pending
-1.1099999999999999,51.49,-1.0999999999999999,51.5,pending
-1.0999999999999999,51.49,-1.0899999999999999,51.5,pending
-1.0899999999999999,51.49,-1.0799999999999998,51.5,pending
-1.0799999999999998,51.49,-1.0699999999999998,51.5,pending
-1.0699999999999998,51.49,-1.0599999999999998,51.5,pending
-1.0599999999999998,51.49,-1.0499999999999998,51.5,pending
-1.0499999999999998,51.49,-1.04,51.5,pending
-1.04,51.49,-1.03,51.5,pending
-1.03,51.49,-1.02,51.5,pending
-1.02,51.49,-1.01,51.5,pending
-1.01,51.49,-1.0,51.5,pending
-1.0,51.49,-0.99,51.5,pending
-0.99,51.49,-0.98,51.5,pending
-0.98,51.49,-0.97,51.5,pending
-0.97,51.49,-0.96,51.5,pending
-0.96,51.49,-0.95,51.5,pending
-0.95,51.49,-0.94,51.5,pending
-0.94,51.49,-0.9299999999999999,51.5,pending
-0.9299999999999999,51.49,-0.9199999999999999,51.5,pending
-0.9199999999999999,51.49,-0.9099999999999999,51.5,pending
-0.9099999999999999,51.49,-0.8999999999999999,51.5,pending
-0.8999999999999999,51.49,-0.8899999999999999,51.5,pending
-0.8899999999999999,51.49,-0.8799999999999999,51.5,pending
-0.8799999999999999,51.49,-0.8699999999999999,51.5,pending
-0.8699999999999999,51.49,-0.8599999999999999,51.5,pending
-0.8599999999999999,51.49,-0.85,51.5,pending
-1.15,51.5,-1.14,51.510000000000005,pending
-1.14,51.5,-1.13,51.510000000000005,pending
-1.13,51.5,-1.1199999999999999,51.510000000000005,pending
-1.1199999999999999,51.5,-1.1099999999999999,51.510000000000005,pending
-1.1099999999999999,51.5,-1.0999999999999999,51.510000000000005,pending
-1.0999999999999999,51.5,-1.0899999999999999,51.510000000000005,pending
-1.0899999999999999,51.5,-1.0799999999999998,51.510000000000005,pending
-1.0799999999999998,51.5,-1.0699999999999998,51.510000000000005,pending
-1.0699999999999998,51.5,-1.0599999999999998,51.510000000000005,pending
-1.0599999999999998,51.5,-1.0499999999999998,51.510000000000005,pending
-1.0499999999999998,51.5,-1.04,51.510000000000005,pending
-1.04,51.5,-1.03,51.510000000000005,pending
-1.03,51.5,-1.02,51.510000000000005,pending
-1.02,51.5,-1.01,51.510000000000005,pending
-1.01,51.5,-1.0,51.510000000000005,pending
-1.0,51.5,-0.99,51.510000000000005,pending
-0.99,51.5,-0.98,51.510000000000005,pending
-0.98,51.5,-0.97,51.510000000000005,pending
-0.97,51.5,-0.96,51.510000000000005,pending
-0.96,51.5,-0.95,51.510000000000005,pending
-0.95,51.5,-0.94,51.510000000000005,pending
-0.94,51.5,-0.9299999999999999,51.510000000000005,pending
-0.9299999999999999,51.5,-0.9199999999999999,51.510000000000005,pending
-0.9199999999999999,51.5,-0.9099999999999999,51.510000000000005,pending
-0.9099999999999999,51.5,-0.8999999999999999,51.510000000000005,pending
-0.8999999999999999,51.5,-0.8899999999999999,51.510000000000005,pending
-0.8899999999999999,51.5,-0.8799999999999999,51.510000000000005,pending
-0.8799999999999999,51.5,-0.8699999999999999,51.510000000000005,pending
-0.8699999999999999,51.5,-0.8599999999999999,51.510000000000005,pending
-0.8599999999999999,51.5,-0.85,51.510000000000005,pending
-1.15,51.510000000000005,-1.14,51.52,pending
-1.14,51.510000000000005,-1.13,51.52,pending
-1.13,51.510000000000005,-1.1199999999999999,51.52,pending
-1.1199999999999999,51.510000000000005,-1.1099999999999999,51.52,pending
-1.1099999999999999,51.510000000000005,-1.0999999999999999,51.52,pending
-1.0999999999999999,51.510000000000005,-1.0899999999999999,51.52,pending
-1.0899999999999999,51.510000000000005,-1.0799999999999998,51.52,pending
-1.0799999999999998,51.510000000000005,-1.0699999999999998,51.52,pending
-1.0699999999999998,51.510000000000005,-1.0599999999999998,51.52,pending
-1.0599999999999998,51.510000000000005,-1.0499999999999998,51.52,pending
-1.0499999999999998,51.510000000000005,-1.04,51.52,pending
-1.04,51.510000000000005,-1.03,51.52,pending
-1.03,51.510000000000005,-1.02,51.52,pending
-1.02,51.510000000000005,-1.01,51.52,pending
-1.01,51.510000000000005,-1.0,51.52,pending
-1.0,51.510000000000005,-0.99,51.52,pending
-0.99,51.510000000000005,-0.98,51.52,pending
-0.98,51.510000000000005,-0.97,51.52,pending
-0.97,51.510000000000005,-0.96,51.52,pending
-0.96,51.510000000000005,-0.95,51.52,pending
-0.95,51.510000000000005,-0.94,51.52,pending
-0.94,51.510000000000005,-0.9299999999999999,51.52,pending
-0.9299999999999999,51.510000000000005,-0.9199999999999999,51.52,pending
-0.9199999999999999,51.510000000000005,-0.9099999999999999,51.52,pending
-0.9099999999999999,51.510000000000005,-0.8999999999999999,51.52,pending
-0.8999999999999999,51.510000000000005,-0.8899999999999999,51.52,pending
-0.8899999999999999,51.510000000000005,-0.8799999999999999,51.52,pending
-0.8799999999999999,51.510000000000005,-0.8699999999999999,51.52,pending
-0.8699999999999999,51.510000000000005,-0.8599999999999999,51.52,pending
-0.8599999999999999,51.510000000000005,-0.85,51.52,pending
-1.15,51.52,-1.14,51.53,pending
-1.14,51.52,-1.13,51.53,pending
-1.13,51.52,-1.1199999999999999,51.53,pending
-1.1199999999999999,51.52,-1.1099999999999999,51.53,pending
-1.1099999999999999,51.52,-1.0999999999999999,51.53,pending
-1.0999999999999999,51.52,-1.0899999999999999,51.53,pending
-1.0899999999999999,51.52,-1.0799999999999998,51.53,pending
-1.0799999999999998,51.52,-1.0699999999999998,51.53,pending
-1.0699999999999998,51.52,-1.0599999999999998,51.53,pending
-1.0599999999999998,51.52,-1.0499999999999998,51.53,pending
-1.0499999999999998,51.52,-1.04,51.53,pending
-1.04,51.52,-1.03,51.53,pending
-1.03,51.52,-1.02,51.53,pending
-1.02,51.52,-1.01,51.53,pending
-1.01,51.52,-1.0,51.53,pending
-1.0,51.52,-0.99,51.53,pending
-0.99,51.52,-0.98,51.53,pending
-0.98,51.52,-0.97,51.53,pending
-0.97,51.52,-0.96,51.53,pending
-0.96,51.52,-0.95,51.53,pending
-0.95,51.52,-0.94,51.53,pending
-0.94,51.52,-0.9299999999999999,51.53,pending
-0.9299999999999999,51.52,-0.9199999999999999,51.53,pending
-0.9199999999999999,51.52,-0.9099999999999999,51.53,pending
-0.9099999999999999,51.52,-0.8999999999999999,51.53,pending
-0.8999999999999999,51.52,-0.8899999999999999,51.53,pending
-0.8899999999999999,51.52,-0.8799999999999999,51.53,pending
-0.8799999999999999,51.52,-0.8699999999999999,51.53,pending
-0.8699999999999999,51.52,-0.8599999999999999,51.53,pending
-0.8599999999999999,51.52,-0.85,51.53,pending
-1.15,51.53,-1.14,51.54,pending
-1.14,51.53,-1.13,51.54,pending
-1.13,51.53,-1.1199999999999999,51.54,pending
-1.1199999999999999,51.53,-1.1099999999999999,51.54,pending
-1.1099999999999999,51.53,-1.0999999999999999,51.54,pending
-1.0999999999999999,51.53,-1.0899999999999999,51.54,pending
-1.0899999999999999,51.53,-1.0799999999999998,51.54,pending
-1.0799999999999998,51.53,-1.0699999999999998,51.54,pending
-1.0699999999999998,51.53,-1.0599999999999998,51.54,pending
-1.0599999999999998,51.53,-1.0499999999999998,51.54,pending
-1.0499999999999998,51.53,-1.04,51.54,pending
-1.04,51.53,-1.03,51.54,pending
-1.03,51.53,-1.02,51.54,pending
-1.02,51.53,-1.01,51.54,pending
-1.01,51.53,-1.0,51.54,pending
-1.0,51.53,-0.99,51.54,pending
-0.99,51.53,-0.98,51.54,pending
-0.98,51.53,-0.97,51.54,pending
-0.97,51.53,-0.96,51.54,pending
-0.96,51.53,-0.95,51.54,pending
-0.95,51.53,-0.94,51.54,pending
-0.94,51.53,-0.9299999999999999,51.54,pending
-0.9299999999999999,51.53,-0.9199999999999999,51.54,pending
-0.9199999999999999,51.53,-0.9099999999999999,51.54,pending
-0.9099999999999999,51.53,-0.8999999999999999,51.54,pending
-0.8999999999999999,51.53,-0.8899999999999999,51.54,pending
-0.8899999999999999,51.53,-0.8799999999999999,51.54,pending
-0.8799999999999999,51.53,-0.8699999999999999,51.54,pending
-0.8699999999999999,51.53,-0.8599999999999999,51.54,pending
-0.8599999999999999,51.53,-0.85,51.54,pending
-1.15,51.54,-1.14,51.550000000000004,pending
-1.14,51.54,-1.13,51.550000000000004,pending
-1.13,51.54,-1.1199999999999999,51.550000000000004,pending
-1.1199999999999999,51.54,-1.1099999999999999,51.550000000000004,pending
-1.1099999999999999,51.54,-1.0999999999999999,51.550000000000004,pending
-1.0999999999999999,51.54,-1.0899999999999999,51.550000000000004,pending
-1.0899999999999999,51.54,-1.0799999999999998,51.550000000000004,pending
-1.0799999999999998,51.54,-1.0699999999999998,51.550000000000004,pending
-1.0699999999999998,51.54,-1.0599999999999998,51.550000000000004,pending
-1.0599999999999998,51.54,-1.0499999999999998,51.550000000000004,pending
-1.0499999999999998,51.54,-1.04,51.550000000000004,pending
-1.04,51.54,-1.03,51.550000000000004,pending
-1.03,51.54,-1.02,51.550000000000004,pending
-1.02,51.54,-1.01,51.550000000000004,pending
-1.01,51.54,-1.0,51.550000000000004,pending
-1.0,51.54,-0.99,51.550000000000004,pending
-0.99,51.54,-0.98,51.550000000000004,pending
-0.98,51.54,-0.97,51.550000000000004,pending
-0.97,51.54,-0.96,51.550000000000004,pending
-0.96,51.54,-0.95,51.550000000000004,pending
-0.95,51.54,-0.94,51.550000000000004,pending
-0.94,51.54,-0.9299999999999999,51.550000000000004,pending
-0.9299999999999999,51.54,-0.9199999999999999,51.550000000000004,pending
-0.9199999999999999,51.54,-0.9099999999999999,51.550000000000004,pending
-0.9099999999999999,51.54,-0.8999999999999999,51.550000000000004,pending
-0.8999999999999999,51.54,-0.8899999999999999,51.550000000000004,pending
-0.8899999999999999,51.54,-0.8799999999999999,51.550000000000004,pending
-0.8799999999999999,51.54,-0.8699999999999999,51.550000000000004,pending
-0.8699999999999999,51.54,-0.8599999999999999,51.550000000000004,pending
-0.8599999999999999,51.54,-0.85,51.550000000000004,pending
-1.15,51.550000000000004,-1.14,51.56,pending
-1.14,51.550000000000004,-1.13,51.56,pending
-1.13,51.550000000000004,-1.1199999999999999,51.56,pending
-1.1199999999999999,51.550000000000004,-1.1099999999999999,51.56,pending
-1.1099999999999999,51.550000000000004,-1.0999999999999999,51.56,pending
-1.0999999999999999,51.550000000000004,-1.0899999999999999,51.56,pending
-1.0899999999999999,51.550000000000004,-1.0799999999999998,51.56,pending
-1.0799999999999998,51.550000000000004,-1.0699999999999998,51.56,pending
-1.0699999999999998,51.550000000000004,-1.0599999999999998,51.56,pending
-1.0599999999999998,51.550000000000004,-1.0499999999999998,51.56,pending
-1.0499999999999998,51.550000000000004,-1.04,51.56,pending
-1.04,51.550000000000004,-1.03,51.56,pending
-1.03,51.550000000000004,-1.02,51.56,pending
-1.02,51.550000000000004,-1.01,51.56,pending
-1.01,51.550000000000004,-1.0,51.56,pending
-1.0,51.550000000000004,-0.99,51.56,pending
-0.99,51.550000000000004,-0.98,51.56,pending
-0.98,51.550000000000004,-0.97,51.56,pending
-0.97,51.550000000000004,-0.96,51.56,pending
-0.96,51.550000000000004,-0.95,51.56,pending
-0.95,51.550000000000004,-0.94,51.56,pending
-0.94,51.550000000000004,-0.9299999999999999,51.56,pending
-0.9299999999999999,51.550000000000004,-0.9199999999999999,51.56,pending
-0.9199999999999999,51.550000000000004,-0.9099999999999999,51.56,pending
-0.9099999999999999,51.550000000000004,-0.8999999999999999,51.56,pending
-0.8999999999999999,51.550000000000004,-0.8899999999999999,51.56,pending
-0.8899999999999999,51.550000000000004,-0.8799999999999999,51.56,pending
-0.8799999999999999,51.550000000000004,-0.8699999999999999,51.56,pending
-0.8699999999999999,51.550000000000004,-0.8599999999999999,51.56,pending
-0.8599999999999999,51.550000000000004,-0.85,51.56,pending
-1.15,51.56,-1.14,51.57,pending
-1.14,51.56,-1.13,51.57,pending
-1.13,51.56,-1.1199999999999999,51.57,pending
-1.1199999999999999,51.56,-1.1099999999999999,51.57,pending
-1.1099999999999999,51.56,-1.0999999999999999,51.57,pending
-1.0999999999999999,51.56,-1.0899999999999999,51.57,pending
-1.0899999999999999,51.56,-1.0799999999999998,51.57,pending
-1.0799999999999998,51.56,-1.0699999999999998,51.57,pending
-1.0699999999999998,51.56,-1.0599999999999998,51.57,pending
-1.0599999999999998,51.56,-1.0499999999999998,51.57,pending
-1.0499999999999998,51.56,-1.04,51.57,pending
-1.04,51.56,-1.03,51.57,pending
-1.03,51.56,-1.02,51.57,pending
-1.02,51.56,-1.01,51.57,pending
-1.01,51.56,-1.0,51.57,pending
-1.0,51.56,-0.99,51.57,pending
-0.99,51.56,-0.98,51.57,pending
-0.98,51.56,-0.97,51.57,pending
-0.97,51.56,-0.96,51.57,pending
-0.96,51.56,-0.95,51.57,pending
-0.95,51.56,-0.94,51.57,pending
-0.94,51.56,-0.9299999999999999,51.57,pending
-0.9299999999999999,51.56,-0.9199999999999999,51.57,pending
-0.9199999999999999,51.56,-0.9099999999999999,51.57,pending
-0.9099999999999999,51.56,-0.8999999999999999,51.57,pending
-0.8999999999999999,51.56,-0.8899999999999999,51.57,pending
-0.8899999999999999,51.56,-0.8799999999999999,51.57,pending
-0.8799999999999999,51.56,-0.8699999999999999,51.57,pending
-0.8699999999999999,51.56,-0.8599999999999999,51.57,pending
-0.8599999999999999,51.56,-0.85,51.57,pending
-1.15,51.57,-1.14,51.58,pending
-1.14,51.57,-1.13,51.58,pending
-1.13,51.57,-1.1199999999999999,51.58,pending
-1.1199999999999999,51.57,-1.1099999999999999,51.58,pending
-1.1099999999999999,51.57,-1.0999999999999999,51.58,pending
-1.0999999999999999,51.57,-1.0899999999999999,51.58,pending
-1.0899999999999999,51.57,-1.0799999999999998,51.58,pending
-1.0799999999999998,51.57,-1.0699999999999998,51.58,pending
-1.0699999999999998,51.57,-1.0599999999999998,51.58,pending
-1.0599999999999998,51.57,-1.0499999999999998,51.58,pending
-1.0499999999999998,51.57,-1.04,51.58,pending
-1.04,51.57,-1.03,51.58,pending
-1.03,51.57,-1.02,51.58,pending
-1.02,51.57,-1.01,51.58,pending
-1.01,51.57,-1.0,51.58,pending
-1.0,51.57,-0.99,51.58,pending
-0.99,51.57,-0.98,51.58,pending
-0.98,51.57,-0.97,51.58,pending
-0.97,51.57,-0.96,51.58,pending
-0.96,51.57,-0.95,51.58,pending
-0.95,51.57,-0.94,51.58,pending
-0.94,51.57,-0.9299999999999999,51.58,pending
-0.9299999999999999,51.57,-0.9199999999999999,51.58,pending
-0.9199999999999999,51.57,-0.9099999999999999,51.58,pending
-0.9099999999999999,51.57,-0.8999999999999999,51.58,pending
-0.8999999999999999,51.57,-0.8899999999999999,51.58,pending
-0.8899999999999999,51.57,-0.8799999999999999,51.58,pending
-0.8799999999999999,51.57,-0.8699999999999999,51.58,pending
-0.8699999999999999,51.57,-0.8599999999999999,51.58,pending
-0.8599999999999999,51.57,-0.85,51.58,pending
-1.15,51.58,-1.14,51.59,pending
-1.14,51.58,-1.13,51.59,pending
-1.13,51.58,-1.1199999999999999,51.59,pending
-1.1199999999999999,51.58,-1.1099999999999999,51.59,pending
-1.1099999999999999,51.58,-1.0999999999999999,51.59,pending
-1.0999999999999999,51.58,-1.0899999999999999,51.59,pending
-1.0899999999999999,51.58,-1.0799999999999998,51.59,pending
-1.0799999999999998,51.58,-1.0699999999999998,51.59,pending
-1.0699999999999998,51.58,-1.0599999999999998,51.59,pending
-1.0599999999999998,51.58,-1.0499999999999998,51.59,pending
-1.0499999999999998,51.58,-1.04,51.59,pending
-1.04,51.58,-1.03,51.59,pending
-1.03,51.58,-1.02,51.59,pending
-1.02,51.58,-1.01,51.59,pending
-1.01,51.58,-1.0,51.59,pending
-1.0,51.58,-0.99,51.59,pending
-0.99,51.58,-0.98,51.59,pending
-0.98,51.58,-0.97,51.59,pending
-0.97,51.58,-0.96,51.59,pending
-0.96,51.58,-0.95,51.59,pending
-0.95,51.58,-0.94,51.59,pending
-0.94,51.58,-0.9299999999999999,51.59,pending
-0.9299999999999999,51.58,-0.9199999999999999,51.59,pending
-0.9199999999999999,51.58,-0.9099999999999999,51.59,pending
-0.9099999999999999,51.58,-0.8999999999999999,51.59,pending
-0.8999999999999999,51.58,-0.8899999999999999,51.59,pending
-0.8899999999999999,51.58,-0.8799999999999999,51.59,pending
-0.8799999999999999,51.58,-0.8699999999999999,51.59,pending
-0.8699999999999999,51.58,-0.8599999999999999,51.59,pending
-0.8599999999999999,51.58,-0.85,51.59,pending
-1.15,51.59,-1.14,51.6,pending
-1.14,51.59,-1.13,51.6,pending
-1.13,51.59,-1.1199999999999999,51.6,pending
-1.1199999999999999,51.59,-1.1099999999999999,51.6,pending
-1.1099999999999999,51.59,-1.0999999999999999,51.6,pending
-1.0999999999999999,51.59,-1.0899999999999999,51.6,pending
-1.0899999999999999,51.59,-1.0799999999999998,51.6,pending
-1.0799999999999998,51.59,-1.0699999999999998,51.6,pending
-1.0699999999999998,51.59,-1.0599999999999998,51.6,pending
-1.0599999999999998,51.59,-1.0499999999999998,51.6,pending
-1.0499999999999998,51.59,-1.04,51.6,pending
-1.04,51.59,-1.03,51.6,pending
-1.03,51.59,-1.02,51.6,pending
-1.02,51.59,-1.01,51.6,pending
-1.01,51.59,-1.0,51.6,pending
-1.0,51.59,-0.99,51.6,pending
-0.99,51.59,-0.98,51.6,pending
-0.98,51.59,-0.97,51.6,pending
-0.97,51.59,-0.96,51.6,pending
-0.96,51.59,-0.95,51.6,pending
-0.95,51.59,-0.94,51.6,pending
-0.94,51.59,-0.9299999999999999,51.6,pending
-0.9299999999999999,51.59,-0.9199999999999999,51.6,pending
-0.9199999999999999,51.59,-0.9099999999999999,51.6,pending
-0.9099999999999999,51.59,-0.8999999999999999,51.6,pending
-0.8999999999999999,51.59,-0.8899999999999999,51.6,pending
-0.8899999999999999,51.59,-0.8799999999999999,51.6,pending
-0.8799999999999999,51.59,-0.8699999999999999,51.6,pending
-0.8699999999999999,51.59,-0.8599999999999999,51.6,pending
-0.8599999999999999,51.59,-0.85,51.6,pending
-1.15,51.6,-1.14,51.61,pending
-1.14,51.6,-1.13,51.61,pending
-1.13,51.6,-1.1199999999999999,51.61,pending
-1.1199999999999999,51.6,-1.1099999999999999,51.61,pending
-1.1099999999999999,51.6,-1.0999999999999999,51.61,pending
-1.0999999999999999,51.6,-1.0899999999999999,51.61,pending
-1.0899999999999999,51.6,-1.0799999999999998,51.61,pending
-1.0799999999999998,51.6,-1.0699999999999998,51.61,pending
-1.0699999999999998,51.6,-1.0599999999999998,51.61,pending
-1.0599999999999998,51.6,-1.0499999999999998,51.61,pending
-1.0499999999999998,51.6,-1.04,51.61,pending
-1.04,51.6,-1.03,51.61,pending
-1.03,51.6,-1.02,51.61,pending
-1.02,51.6,-1.01,51.61,pending
-1.01,51.6,-1.0,51.61,pending
-1.0,51.6,-0.99,51.61,pending
-0.99,51.6,-0.98,51.61,pending
-0.98,51.6,-0.97,51.61,pending
-0.97,51.6,-0.96,51.61,pending
-0.96,51.6,-0.95,51.61,pending
-0.95,51.6,-0.94,51.61,pending
-0.94,51.6,-0.9299999999999999,51.61,pending
-0.9299999999999999,51.6,-0.9199999999999999,51.61,pending
-0.9199999999999999,51.6,-0.9099999999999999,51.61,pending
-0.9099999999999999,51.6,-0.8999999999999999,51.61,pending
-0.8999999999999999,51.6,-0.8899999999999999,51.61,pending
-0.8899999999999999,51.6,-0.8799999999999999,51.61,pending
-0.8799999999999999,51.6,-0.8699999999999999,51.61,pending
-0.8699999999999999,51.6,-0.8599999999999999,51.61,pending
-0.8599999999999999,51.6,-0.85,51.61,pending
-1.15,51.61,-1.14,51.620000000000005,pending
-1.14,51.61,-1.13,51.620000000000005,pending
-1.13,51.61,-1.1199999999999999,51.620000000000005,pending
-1.1199999999999999,51.61,-1.1099999999999999,51.620000000000005,pending
-1.1099999999999999,51.61,-1.0999999999999999,51.620000000000005,pending
-1.0999999999999999,51.61,-1.0899999999999999,51.620000000000005,pending
-1.0899999999999999,51.61,-1.0799999999999998,51.620000000000005,pending
-1.0799999999999998,51.61,-1.0699999999999998,51.620000000000005,pending
-1.0699999999999998,51.61,-1.0599999999999998,51.620000000000005,pending
